stage_number,stage_title,learning_card_code,card_index,card_title,card_objective,question_number,question_id,question_type,stem,correct_choice_id,correct_choice_text,correct_feedback,choice_1_id,choice_1_text,choice_1_is_correct,choice_1_feedback,choice_2_id,choice_2_text,choice_2_is_correct,choice_2_feedback,choice_3_id,choice_3_text,choice_3_is_correct,choice_3_feedback,choice_4_id,choice_4_text,choice_4_is_correct,choice_4_feedback,flags,suggested_action,priority,review_notes
6,Twilight: The Wider Landscape,6.4,31,The Perfect Storm,"Explain modern LLM capability as convergence among data, compute, storage, methods, labor, and incentives, not one magic breakthrough.",3,V02712-PERFECT-STORM-Q3,misconception-check,What misconception does the storm-front metaphor correct?,v02712-perfect-storm-q3-correct,"LLMs appeared because of convergence, not one magic breakthrough.",Insight strengthened. The model is less mysterious when the ingredients are visible.,v02712-perfect-storm-q3-correct,"LLMs appeared because of convergence, not one magic breakthrough.",True,Insight strengthened. The model is less mysterious when the ingredients are visible.,v02712-perfect-storm-q3-2-consciousness,LLMs appeared because one model became conscious.,False,Consciousness is not the mechanism described here.,v02712-perfect-storm-q3-3-rag,LLMs appeared because retrieval replaced training.,False,"Retrieval is useful, but large models still depend on training and infrastructure.",v02712-perfect-storm-q3-4-prompting,LLMs appeared because prompts trained themselves.,False,Prompting did not create the learned base capability.,generic_stem_needs_mechanism,review,medium,Name the mechanism or scenario in the stem so it stands alone outside the learning card.
6,Twilight: The Wider Landscape,6.4,31,The Perfect Storm,"Explain modern LLM capability as convergence among data, compute, storage, methods, labor, and incentives, not one magic breakthrough.",4,V02712-PERFECT-STORM-Q4,model-trace,How does the Perfect Storm widen the Journey after model mechanics?,v02712-perfect-storm-q4-correct,"It asks whose data, labor, infrastructure, and choices made the mechanics useful.",Good connection. Mechanism literacy opens into social and institutional questions.,v02712-perfect-storm-q4-correct,"It asks whose data, labor, infrastructure, and choices made the mechanics useful.",True,Good connection. Mechanism literacy opens into social and institutional questions.,v02712-perfect-storm-q4-2-mechanism,It says mechanics no longer matter once costs appear.,False,"The wider landscape builds on the mechanics, not away from them.",v02712-perfect-storm-q4-3-grounding,It proves model outputs are grounded by infrastructure.,False,Infrastructure enables systems; it does not verify every output.,v02712-perfect-storm-q4-4-risk,It means risk is only a sci-fi myth.,False,Real-world costs and risks are part of the wider landscape.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
7,Midnight Ledger,7.1,32,"Collective Intelligence, Extracted","Explain that much model usefulness comes from patterns in human-created data and labor, raising questions of provenance, consent, and compensation.",1,V02712-COLLECTIVE-INTELLIGENCE-Q1,human-use-judgment,"In Collective Intelligence, Extracted, a model gives useful patterns learned from many people's writing. What should learners ask?",v02712-collective-intelligence-q1-correct,What human-created data and labor helped shape it.,Insight strengthened. Model capability often reflects extracted collective work.,v02712-collective-intelligence-q1-correct,What human-created data and labor helped shape it.,True,Insight strengthened. Model capability often reflects extracted collective work.,v02712-collective-intelligence-q1-2-consciousness,Whether the model created its abilities alone.,False,"The system depends on data, labor, and training infrastructure.",v02712-collective-intelligence-q1-3-prompt,Whether the answer came only from the current prompt.,False,"The prompt matters, but learned patterns came from earlier data.",v02712-collective-intelligence-q1-4-memory,Whether every source was perfectly copied into memory.,False,Training is not a perfect source archive.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
7,Midnight Ledger,7.1,32,"Collective Intelligence, Extracted","Explain that much model usefulness comes from patterns in human-created data and labor, raising questions of provenance, consent, and compensation.",2,V02712-COLLECTIVE-INTELLIGENCE-Q2,boundary,"Why is ""extracted"" an important word here?",v02712-collective-intelligence-q2-correct,"It points to provenance, consent, compensation, and power around training data and labor.",Good distinction. This card adds social questions without turning the model into a mind.,v02712-collective-intelligence-q2-correct,"It points to provenance, consent, compensation, and power around training data and labor.",True,Good distinction. This card adds social questions without turning the model into a mind.,v02712-collective-intelligence-q2-2-intent,It means the model intentionally stole ideas like a person.,False,The issue is real even without human-like intent.,v02712-collective-intelligence-q2-3-memorization,It means every output is a direct quote from one source.,False,"Outputs often reflect patterns, not direct retrieval.",v02712-collective-intelligence-q2-4-context,It means current context is irrelevant.,False,Current context still shapes the answer during inference.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
7,Midnight Ledger,7.1,32,"Collective Intelligence, Extracted","Explain that much model usefulness comes from patterns in human-created data and labor, raising questions of provenance, consent, and compensation.",3,V02712-COLLECTIVE-INTELLIGENCE-Q3,model-trace,How does collective intelligence connect back to pretraining?,v02712-collective-intelligence-q3-correct,Pretraining can durably shape weights from patterns in human- created data.,Insight strengthened. The social source and the model mechanism meet in training.,v02712-collective-intelligence-q3-correct,Pretraining can durably shape weights from patterns in human- created data.,True,Insight strengthened. The social source and the model mechanism meet in training.,v02712-collective-intelligence-q3-2-pretraining,Pretraining is live web search during each answer.,False,Pretraining happened before use; search is a separate system action.,v02712-collective-intelligence-q3-3-truth,Human-created data becomes guaranteed truth.,False,Training data can contain errors and biases.,v02712-collective-intelligence-q3-4-moral-agency,The model becomes morally accountable like a person.,False,Humans and institutions remain accountable for deployment choices.,possible_correct_answer_length_bias|possibly_obvious_distractor|thin_wrong_feedback,revise,high,"Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary. Review “definitely/guaranteed/must” distractors; keep only if they represent a real public myth, otherwise make them more plausible."
7,Midnight Ledger,7.2,33,Costs We Must Count,"Identify costs across training, inference, infrastructure, data, labor, privacy, and institutional deployment rather than treating digital systems as cost-free.",1,V02712-COSTS-WE-MUST-COUNT-Q1,human-use-judgment,A campus wants AI tutoring at scale. Which cost mix should leaders count before deployment?,v02712-costs-we-must-count-q1-correct,"Training, inference, infrastructure, privacy, labor, accessibility, and governance costs.","Insight strengthened. Costs are technical, human, and institutional.",v02712-costs-we-must-count-q1-correct,"Training, inference, infrastructure, privacy, labor, accessibility, and governance costs.",True,"Insight strengthened. Costs are technical, human, and institutional.",v02712-costs-we-must-count-q1-2-inference-cost,Only the price of each prompt typed by users.,False,"Per-use cost matters, but it is not the whole deployment cost.",v02712-costs-we-must-count-q1-3-training-cost,Only the one-time pretraining bill paid by a vendor.,False,Repeated inference and institutional operations also cost money and labor.,v02712-costs-we-must-count-q1-4-digital-cost,"No costs, because digital systems are weightless.",False,"Digital systems still use energy, infrastructure, data, and people.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
7,Midnight Ledger,7.2,33,Costs We Must Count,"Identify costs across training, inference, infrastructure, data, labor, privacy, and institutional deployment rather than treating digital systems as cost-free.",2,V02712-COSTS-WE-MUST-COUNT-Q2,causal-consequence,Why can repeated inference workloads matter even after training is done?,v02712-costs-we-must-count-q2-correct,"Each use can consume compute, energy, money, monitoring, and support.",Good distinction. Training is not the only place costs occur.,v02712-costs-we-must-count-q2-correct,"Each use can consume compute, energy, money, monitoring, and support.",True,Good distinction. Training is not the only place costs occur.,v02712-costs-we-must-count-q2-2-inference,Inference is free because weights are already trained.,False,Running the model still takes resources.,v02712-costs-we-must-count-q2-3-weight-update,"Inference always updates weights, so it costs only training.",False,Ordinary inference usually does not update weights.,v02712-costs-we-must-count-q2-4-prompt-token,Only visible response tokens have costs; prompts do not.,False,Input and output processing both use resources.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
7,Midnight Ledger,7.2,33,Costs We Must Count,"Identify costs across training, inference, infrastructure, data, labor, privacy, and institutional deployment rather than treating digital systems as cost-free.",3,V02712-COSTS-WE-MUST-COUNT-Q3,misconception-check,"What misconception does Costs We Must Count correct with the phrase ""digital means weightless""?",v02712-costs-we-must-count-q3-correct,"It hides infrastructure, energy, labor, and policy costs.",Insight strengthened. Digital services still have material and human footprints.,v02712-costs-we-must-count-q3-correct,"It hides infrastructure, energy, labor, and policy costs.",True,Insight strengthened. Digital services still have material and human footprints.,v02712-costs-we-must-count-q3-2-benefit,It makes every AI benefit false.,False,Benefits can be real while costs still need counting.,v02712-costs-we-must-count-q3-3-energy,It proves all costs are only environmental.,False,"Environmental costs matter, but labor, privacy, and governance matter too.",v02712-costs-we-must-count-q3-4-governance,It proves small pilots need no review.,False,Scale and context affect the review needed.,generic_stem_needs_mechanism|thin_wrong_feedback,review,medium,Name the mechanism or scenario in the stem so it stands alone outside the learning card. Expand short wrong-answer feedback so it explains the misconception boundary.
7,Midnight Ledger,7.2,33,Costs We Must Count,"Identify costs across training, inference, infrastructure, data, labor, privacy, and institutional deployment rather than treating digital systems as cost-free.",4,V02712-COSTS-WE-MUST-COUNT-Q4,human-use-judgment,How should Costs We Must Count shape benefit claims?,v02712-costs-we-must-count-q4-correct,"Pair useful AI possibilities with what must be protected, redesigned, governed, or funded.","Good judgment. Cost literacy makes benefit claims more responsible, not more fearful.",v02712-costs-we-must-count-q4-correct,"Pair useful AI possibilities with what must be protected, redesigned, governed, or funded.",True,"Good judgment. Cost literacy makes benefit claims more responsible, not more fearful.",v02712-costs-we-must-count-q4-2-risk,Reject every AI use because any cost is unacceptable.,False,"Responsible evaluation compares benefits, costs, and alternatives.",v02712-costs-we-must-count-q4-3-hype,Ignore costs whenever the demo looks impressive.,False,Impressive demos still need deployment accounting.,v02712-costs-we-must-count-q4-4-training,Treat cost counting as a model-weight update.,False,Cost counting is a human governance practice.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
7,Midnight Ledger,7.3,34,Risk vs Myth,"Separate practical institutional risks from myths, focusing on privacy, bias, unsupported claims, overreliance, governance, and non-conscious models.",1,V02712-RISK-MYTH-Q1,application,A staff member pastes student records into a third-party AI tool. Which risk is real?,v02712-risk-myth-q1-correct,"Private data may be exposed, retained, or used outside the intended context.",Insight strengthened. Privacy and data governance are real institutional risks.,v02712-risk-myth-q1-correct,"Private data may be exposed, retained, or used outside the intended context.",True,Insight strengthened. Privacy and data governance are real institutional risks.,v02712-risk-myth-q1-2-softmax,Softmax will steal files from the laptop by itself.,False,Softmax converts scores to probabilities; it is not file access.,v02712-risk-myth-q1-3-consciousness,The model became conscious of the student records.,False,Risk does not require consciousness.,v02712-risk-myth-q1-4-truth,The answer must be true because the data was private.,False,Private input does not guarantee accurate output.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
7,Midnight Ledger,7.3,34,Risk vs Myth,"Separate practical institutional risks from myths, focusing on privacy, bias, unsupported claims, overreliance, governance, and non-conscious models.",2,V02712-RISK-MYTH-Q2,human-use-judgment,A tool has permission to search a campus drive. What should risk literacy ask first?,v02712-risk-myth-q2-correct,"What data the tool can access, retain, log, and send into context.",Good practice. Tool permissions and data flows are concrete risks.,v02712-risk-myth-q2-correct,"What data the tool can access, retain, log, and send into context.",True,Good practice. Tool permissions and data flows are concrete risks.,v02712-risk-myth-q2-2-moral-agency,Whether the LLM has secret moral agency.,False,Risk assessment should start with system behavior and governance.,v02712-risk-myth-q2-3-memory,Whether every search result becomes permanent model memory.,False,"Retention depends on system design and policy, not magic memory.",v02712-risk-myth-q2-4-myth,Whether all risk is sci-fi doom.,False,Practical risks can be immediate and ordinary.,,keep,low,
7,Midnight Ledger,7.3,34,Risk vs Myth,"Separate practical institutional risks from myths, focusing on privacy, bias, unsupported claims, overreliance, governance, and non-conscious models.",3,V02712-RISK-MYTH-Q3,boundary,What boundary separates hallucination risk from lying?,v02712-risk-myth-q3-correct,Hallucination is unsupported output; lying implies intent.,Good myth repair. Real risks do not require treating the model as a person.,v02712-risk-myth-q3-correct,Hallucination is unsupported output; lying implies intent.,True,Good myth repair. Real risks do not require treating the model as a person.,v02712-risk-myth-q3-2-intent,Every unsupported answer proves the model wanted to deceive.,False,That imports human motives into the mechanism.,v02712-risk-myth-q3-3-harm,Every false answer is only harmless word choice.,False,Unsupported output can still cause real harm.,v02712-risk-myth-q3-4-grounding,Every citation-looking answer is grounded.,False,Citation format needs evidence checking.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
7,Midnight Ledger,7.3,34,Risk vs Myth,"Separate practical institutional risks from myths, focusing on privacy, bias, unsupported claims, overreliance, governance, and non-conscious models.",4,V02712-RISK-MYTH-Q4,human-use-judgment,Which response is best when a risk is real but a myth is also circulating?,v02712-risk-myth-q4-correct,"Name the concrete risk, reject the myth, and choose safeguards that match the system.",Insight strengthened. Model literacy reduces both panic and complacency.,v02712-risk-myth-q4-correct,"Name the concrete risk, reject the myth, and choose safeguards that match the system.",True,Insight strengthened. Model literacy reduces both panic and complacency.,v02712-risk-myth-q4-2-myth,Amplify the myth because it makes people cautious.,False,Fearmongering can hide the real controls people need.,v02712-risk-myth-q4-3-consciousness,Dismiss the risk because the model is not conscious.,False,Non-conscious systems can still create real harms.,v02712-risk-myth-q4-4-scale,Assume a larger model removes all governance needs.,False,"Better models still need policy, evaluation, and review.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
8,New Dawn,8.1,35,Benefits Worth Taking Seriously,"Name realistic AI benefits such as drafting, access, translation, summarization, and search while keeping limits, costs, and human review visible.",1,V02712-BENEFITS-WORTH-TAKING-SERIOUSLY-Q1,human-use-judgment,Which Benefits Worth Taking Seriously claim is useful and bounded rather than hype?,v02712-benefits-worth-taking-seriously-q1-correct,"AI can assist drafting, translation, search, and access when humans review important outputs.",Insight strengthened. Benefits can be real without becoming utopian claims.,v02712-benefits-worth-taking-seriously-q1-correct,"AI can assist drafting, translation, search, and access when humans review important outputs.",True,Insight strengthened. Benefits can be real without becoming utopian claims.,v02712-benefits-worth-taking-seriously-q1-2-automation,AI should replace human judgment wherever it is faster.,False,Speed does not remove accountability or context.,v02712-benefits-worth-taking-seriously-q1-3-accessibility,AI guarantees access and accuracy for every learner.,False,"Access can improve, but quality and bias still need review.",v02712-benefits-worth-taking-seriously-q1-4-consciousness,AI benefits only count if the model is conscious.,False,Usefulness does not require a mind.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.1,35,Benefits Worth Taking Seriously,"Name realistic AI benefits such as drafting, access, translation, summarization, and search while keeping limits, costs, and human review visible.",2,V02712-BENEFITS-WORTH-TAKING-SERIOUSLY-Q2,model-trace,"During use, where do many AI benefits come from?",v02712-benefits-worth-taking-seriously-q2-correct,"Trained weights working with temporary context, tools, retrieval, and human review.","Good mechanism. Benefits are often system-level, not just the base model alone.",v02712-benefits-worth-taking-seriously-q2-correct,"Trained weights working with temporary context, tools, retrieval, and human review.",True,"Good mechanism. Benefits are often system-level, not just the base model alone.",v02712-benefits-worth-taking-seriously-q2-2-prompt,"Only the prompt, with no learned model behavior.",False,"Prompts matter, but learned weights and tools also matter.",v02712-benefits-worth-taking-seriously-q2-3-fine-tuning,Only durable fine-tuning after every user message.,False,Most use does not retrain after each prompt.,v02712-benefits-worth-taking-seriously-q2-4-hallucination,Only hallucinated confidence.,False,Useful assistance should be checked and grounded when needed.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.1,35,Benefits Worth Taking Seriously,"Name realistic AI benefits such as drafting, access, translation, summarization, and search while keeping limits, costs, and human review visible.",3,V02712-BENEFITS-WORTH-TAKING-SERIOUSLY-Q3,misconception-check,What misconception does this benefits card avoid?,v02712-benefits-worth-taking-seriously-q3-correct,Taking benefits seriously does not require believing in imminent utopia.,"Good distinction. The goal is balanced literacy, not hype.",v02712-benefits-worth-taking-seriously-q3-correct,Taking benefits seriously does not require believing in imminent utopia.,True,"Good distinction. The goal is balanced literacy, not hype.",v02712-benefits-worth-taking-seriously-q3-2-costs,Any mention of benefit means ignoring cost.,False,Benefits and costs should be considered together.,v02712-benefits-worth-taking-seriously-q3-3-risk,Only fearful claims can be responsible.,False,Responsible judgment can include useful applications.,v02712-benefits-worth-taking-seriously-q3-4-truth,A benefit proves the answer is always true.,False,Usefulness still needs evaluation and review.,generic_stem_needs_mechanism|possible_correct_answer_length_bias,revise,high,Name the mechanism or scenario in the stem so it stands alone outside the learning card. Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
8,New Dawn,8.2,36,Human-Centered AI,"Explain human-centered AI as keeping human judgment, accountability, oversight, appeal, and context at the center of AI-assisted decisions.",1,V02712-HUMAN-CENTERED-AI-Q1,human-use-judgment,"In Human-Centered AI, what should remain central in a high-stakes advising workflow even if AI drafts options?",v02712-human-centered-ai-q1-correct,"Human judgment, accountability, context, and an appeal path.",Insight strengthened. Human-centered AI keeps people responsible for consequential decisions.,v02712-human-centered-ai-q1-correct,"Human judgment, accountability, context, and an appeal path.",True,Insight strengthened. Human-centered AI keeps people responsible for consequential decisions.,v02712-human-centered-ai-q1-2-automation,The model should decide because it sounds confident.,False,Confidence is not accountability.,v02712-human-centered-ai-q1-3-guardrail,A guardrail should replace all human review.,False,"Guardrails can help, but they do not carry human responsibility.",v02712-human-centered-ai-q1-4-prompt,The prompt should give the model moral understanding.,False,Prompting does not create conscience.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.2,36,Human-Centered AI,"Explain human-centered AI as keeping human judgment, accountability, oversight, appeal, and context at the center of AI-assisted decisions.",2,V02712-HUMAN-CENTERED-AI-Q2,boundary,Why can prompts alone not make a system human-centered?,v02712-human-centered-ai-q2-correct,"Prompts steer current behavior but do not by themselves create accountability, governance, or moral understanding.",Good boundary. Human-centered design is a system and institution choice.,v02712-human-centered-ai-q2-correct,"Prompts steer current behavior but do not by themselves create accountability, governance, or moral understanding.",True,Good boundary. Human-centered design is a system and institution choice.,v02712-human-centered-ai-q2-2-prompt,Prompts always durably update the model weights.,False,Prompting usually changes temporary context.,v02712-human-centered-ai-q2-3-grounding,Prompts automatically verify every source.,False,Verification needs evidence and process.,v02712-human-centered-ai-q2-4-human-centered-ai,Prompts remove the need to understand users.,False,That reverses the point of human-centered design.,mixed_choice_length|possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.2,36,Human-Centered AI,"Explain human-centered AI as keeping human judgment, accountability, oversight, appeal, and context at the center of AI-assisted decisions.",3,V02712-HUMAN-CENTERED-AI-Q3,misconception-check,What misconception does human-centered AI correct?,v02712-human-centered-ai-q3-correct,Powerful AI should not automatically get decision authority.,Insight strengthened. Capability does not settle accountability.,v02712-human-centered-ai-q3-correct,Powerful AI should not automatically get decision authority.,True,Insight strengthened. Capability does not settle accountability.,v02712-human-centered-ai-q3-2-automation,"If AI is powerful, it should decide alone.",False,"High stakes call for oversight, not blind delegation.",v02712-human-centered-ai-q3-3-consciousness,"If AI is not conscious, there are no human responsibilities.",False,People remain responsible for system design and use.,v02712-human-centered-ai-q3-4-rag,"If AI uses RAG, every decision is grounded enough.",False,"Retrieval can help, but decisions still need judgment.",,keep,low,
8,New Dawn,8.2,36,Human-Centered AI,"Explain human-centered AI as keeping human judgment, accountability, oversight, appeal, and context at the center of AI-assisted decisions.",4,V02712-HUMAN-CENTERED-AI-Q4,model-trace,How does human-centered AI connect to the prior costs and risks cards?,v02712-human-centered-ai-q4-correct,It names the values and oversight that should guide tradeoffs.,"Good connection. Counting costs should lead to better choices, not paralysis.",v02712-human-centered-ai-q4-correct,It names the values and oversight that should guide tradeoffs.,True,"Good connection. Counting costs should lead to better choices, not paralysis.",v02712-human-centered-ai-q4-2-risk,It says risk literacy is unnecessary once benefits are visible.,False,Human-centered work uses risk literacy.,v02712-human-centered-ai-q4-3-scale,It says all tradeoffs are solved by larger models.,False,Model size does not replace governance.,v02712-human-centered-ai-q4-4-benefit,It says humans should never use AI tools.,False,Human-centered use can include AI assistance with accountability.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.3,37,Better AI Is a Choice,"Show that better AI outcomes depend on design, governance, incentives, evaluation, data choices, and human review, not inevitability.",1,V02712-BETTER-AI-CHOICE-Q1,human-use-judgment,A team wants fewer unsupported answers in a student-support bot. Which design choice helps without pretending risk disappears?,v02712-better-ai-choice-q1-correct,"Use retrieval, evaluation, and human review when the task needs evidence.","Insight strengthened. Better AI comes from design choices and review, not one magic fix.",v02712-better-ai-choice-q1-correct,"Use retrieval, evaluation, and human review when the task needs evidence.",True,"Insight strengthened. Better AI comes from design choices and review, not one magic fix.",v02712-better-ai-choice-q1-2-prompt,Use only a longer prompt and skip evaluation.,False,"A prompt can help, but evaluation and review still matter.",v02712-better-ai-choice-q1-3-scale,Use a larger model and remove accountability.,False,Scale does not replace governance.,v02712-better-ai-choice-q1-4-rag,Turn off retrieval so the model relies only on fluency.,False,Evidence-sensitive tasks often need grounded context.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.3,37,Better AI Is a Choice,"Show that better AI outcomes depend on design, governance, incentives, evaluation, data choices, and human review, not inevitability.",2,V02712-BETTER-AI-CHOICE-Q2,boundary,Which choices can durably shape future AI behavior?,v02712-better-ai-choice-q2-correct,"Training data, fine-tuning, policies, evaluation standards, and incentives.",Good breadth. Some choices affect models; others affect workflows and institutions.,v02712-better-ai-choice-q2-correct,"Training data, fine-tuning, policies, evaluation standards, and incentives.",True,Good breadth. Some choices affect models; others affect workflows and institutions.,v02712-better-ai-choice-q2-2-sampling,Only the final sampled token in one response.,False,That is a temporary generation outcome.,v02712-better-ai-choice-q2-3-prompt,Only one user prompt in one chat.,False,A prompt can steer one run but may not durably shape the system.,v02712-better-ai-choice-q2-4-interface,Only the color of the interface.,False,"Interface matters for use, but this answer asks about durable behavior shaping.",possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.3,37,Better AI Is a Choice,"Show that better AI outcomes depend on design, governance, incentives, evaluation, data choices, and human review, not inevitability.",3,V02712-BETTER-AI-CHOICE-Q3,misconception-check,"What misconception does ""better AI is a choice"" avoid?",v02712-better-ai-choice-q3-correct,Harms are not inevitable just because the technology is useful.,Insight strengthened. Institutions can make better or worse design and governance choices.,v02712-better-ai-choice-q3-correct,Harms are not inevitable just because the technology is useful.,True,Insight strengthened. Institutions can make better or worse design and governance choices.,v02712-better-ai-choice-q3-2-risk,"Every harm is unavoidable, so review is pointless.",False,Review and design can reduce harms.,v02712-better-ai-choice-q3-3-benefit,Every benefit proves the system is already responsible.,False,Useful systems still need governance.,v02712-better-ai-choice-q3-4-softmax,Every choice happens inside softmax.,False,"Many choices are human, institutional, and design-level.",thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.3,37,Better AI Is a Choice,"Show that better AI outcomes depend on design, governance, incentives, evaluation, data choices, and human review, not inevitability.",4,V02712-BETTER-AI-CHOICE-Q4,model-trace,How do human-centered values become practical choices?,v02712-better-ai-choice-q4-correct,"Through design, policy, governance, evaluation, data choices, and incentives.",Good connection. Values need implementation details.,v02712-better-ai-choice-q4-correct,"Through design, policy, governance, evaluation, data choices, and incentives.",True,Good connection. Values need implementation details.,v02712-better-ai-choice-q4-2-moral-agency,By assuming the model will choose ethics on its own.,False,Models do not carry human accountability.,v02712-better-ai-choice-q4-3-interface,By hiding limitations so users feel confident.,False,Human-centered design should make limits legible.,v02712-better-ai-choice-q4-4-fine-tuning,By treating all feedback as automatic fine-tuning.,False,Feedback needs process before it becomes training.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.4,38,Effective Prompting from Model Literacy,"Use model literacy to prompt clearly: shape current context, provide evidence and constraints, and remember prompting is not magic, training, or truth guarantee.",1,V02712-EFFECTIVE-PROMPTING-LITERACY-Q1,application,"A prompt includes the task, audience, evidence, constraints, and output format. What does that improve?",v02712-effective-prompting-literacy-q1-correct,The current context the model uses for this run.,Insight strengthened. Prompting is context design.,v02712-effective-prompting-literacy-q1-correct,The current context the model uses for this run.,True,Insight strengthened. Prompting is context design.,v02712-effective-prompting-literacy-q1-2-fine-tuning,The model weights for all future users.,False,Prompting usually does not update weights.,v02712-effective-prompting-literacy-q1-3-truth,The truth of missing evidence.,False,A prompt cannot create evidence that is not available.,v02712-effective-prompting-literacy-q1-4-rag,The retriever's access to every private file.,False,Access depends on connected tools and permissions.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.4,38,Effective Prompting from Model Literacy,"Use model literacy to prompt clearly: shape current context, provide evidence and constraints, and remember prompting is not magic, training, or truth guarantee.",2,V02712-EFFECTIVE-PROMPTING-LITERACY-Q2,misconception-check,Why is prompting not magic wording?,v02712-effective-prompting-literacy-q2-correct,"It works by shaping input context, constraints, and examples for a probabilistic model.",Good boundary. Better prompts help the model use context; they do not cast spells.,v02712-effective-prompting-literacy-q2-correct,"It works by shaping input context, constraints, and examples for a probabilistic model.",True,Good boundary. Better prompts help the model use context; they do not cast spells.,v02712-effective-prompting-literacy-q2-2-training,The exact phrase permanently teaches the model.,False,Durable teaching requires training or adaptation.,v02712-effective-prompting-literacy-q2-3-truth,A clever phrase guarantees a true answer.,False,Truth still depends on evidence and review.,v02712-effective-prompting-literacy-q2-4-consciousness,A clever phrase gives the model consciousness.,False,Prompt responsiveness is not awareness.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
8,New Dawn,8.4,38,Effective Prompting from Model Literacy,"Use model literacy to prompt clearly: shape current context, provide evidence and constraints, and remember prompting is not magic, training, or truth guarantee.",3,V02712-EFFECTIVE-PROMPTING-LITERACY-Q3,human-use-judgment,A user asks for a citation but provides no source and no retrieval tool is connected. What should model literacy suggest?,v02712-effective-prompting-literacy-q3-correct,Ask for sources or connect retrieval; do not treat citation- shaped output as enough.,"Insight strengthened. Prompting can request evidence, but systems need actual evidence to ground claims.",v02712-effective-prompting-literacy-q3-correct,Ask for sources or connect retrieval; do not treat citation- shaped output as enough.,True,"Insight strengthened. Prompting can request evidence, but systems need actual evidence to ground claims.",v02712-effective-prompting-literacy-q3-2-web-search,The model will always search the web by itself.,False,Search requires a connected tool or retrieval system.,v02712-effective-prompting-literacy-q3-3-fine-tuning,The model can fine-tune itself into knowing the source.,False,Ordinary prompting is not self-training.,v02712-effective-prompting-literacy-q3-4-citation,A confident citation format proves grounding.,False,Citation shape must be checked against real sources.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
